Id,Label,Count,Sentiment,Political,Alignment
#democrats,#democrats,7542,-0.1998419224133373,-1.0,0.1998419224133373
#republicans,#republicans,5794,-0.24901462694422385,0.9847463012767511,-0.24521623284713445
#republican,#republican,3416,-0.11507570565843542,1.0,-0.11507570565843542
#trump,#trump,2150,-0.24657844640713858,0.1671846987725393,-0.04122414328637819
#democrat,#democrat,2116,-0.17862211540965908,-0.9953187134010304,0.17778593409451224
#gop,#gop,1669,-0.2044849145721938,0.28431586791678826,-0.05813830596248359
#biden,#biden,1269,-0.22944789320758543,-0.3095521733967433,0.07102609402371192
#politics,#politics,1057,-0.2257096451147447,-0.20339431186586152,0.04590805794960131
#maga,#maga,906,-0.2680898831184487,0.10688436864442814,-0.028654617897073926
#america,#america,888,-0.18240633780675514,-0.1402002903966746,0.025573421530700993
#usa,#usa,678,-0.09229537679738405,-0.15732002814235294,0.014519911275173526
#americans,#americans,533,-0.26696227361690855,-0.13108569519830054,0.034994935228791386
#joebiden,#joebiden,481,0.10421870495039968,-0.3082577529619835,-0.03212622380461815
#american,#american,478,-0.25144477920101593,-0.10521419306617483,0.02645555954433739
#news,#news,449,-0.24322718902055723,-0.23048318873121842,0.05605977811158883
#conservative,#conservative,368,0.2140931329240091,0.3129527953754524,0.06700104441925696
#cnn,#cnn,367,-0.3431517645517597,-0.3093837133126294,0.10616556714680454
#donaldtrump,#donaldtrump,362,-0.1629900176586087,-0.14508524515267016,0.023647446669437282
#liberal,#liberal,349,-0.31251085941017104,-0.32199739113081527,0.10062768143012407
#democracy,#democracy,335,0.1257633408845669,-0.1788801387851976,-0.022496563871521442
#freedom,#freedom,330,0.21080150077092127,-0.16465821086509114,-0.034710197964616024
#joerogan,#joerogan,313,-0.2283382111214568,-0.20290644872951652,0.046331295527905395
#foxnews,#foxnews,303,-0.3536476589299958,-0.21018424702020785,0.07433116690266045
#covid19,#covid19,279,-0.29268072565247416,-0.25711790516316047,0.07525345506139784
#blm,#blm,276,0.2498724312205288,-0.32879180272548775,-0.08215600711239811
#trump2024,#trump2024,266,0.1462693981737303,0.17068550664715224,0.0249660663342572
#vote,#vote,255,0.11720770904178415,-0.20365328983873307,-0.023869735540820364
#lgbtq,#lgbtq,247,-0.2670342439639394,-0.16248880241602925,0.0433900745057703
#conservatives,#conservatives,242,0.24668211551651348,0.2894228913304604,0.07139545111230396
#pelosi,#pelosi,236,-0.22614773182627654,-0.33230835979632595,0.07515078183484934
#putin,#putin,235,-0.11115448326062323,-0.2950941866056478,0.0328010418253647
#covid,#covid,229,-0.20389761108914506,-0.2985412512312653,0.06087184793761928
#liberals,#liberals,229,-0.1714681021171813,-0.3934806638207304,0.06746938264514929
#lgbt,#lgbt,228,-0.24641642118896817,-0.1609292004101467,0.03965559762987057
